|Max Apple|Mean Apple|Max Step|Mean Step|Max Fitness|Mean Fitness
Generation 36|2|0.114|21|11.48|2149.986294709256|73.69913321869558
Generation 37|2|0.122|100|11.466|2149.988999664993|89.0687492643283
Generation 38|2|0.108|100|11.776|2149.739062976162|73.26482761117741
Generation 39|2|0.096|18|11.57|2149.964098556101|71.69400003102008
Generation 40|2|0.108|100|11.976|2149.988999664993|71.19835944491412
Generation 41|1|0.088|15|11.446|511.42505421866946|56.17246939321387
Generation 42|3|0.14|100|12.228|5024.719635813122|94.35947820108603
Generation 43|2|0.142|18|11.78|2149.988999664993|99.32135960940933
Generation 44|2|0.104|15|11.838|2149.964098556101|78.22574396108081
Generation 45|2|0.152|16|11.574|2149.964098556101|104.10541880679777
Generation 46|2|0.136|19|11.64|2149.988999664993|91.59418137516037
Generation 47|2|0.128|15|11.4|2149.739062976162|80.55871309536009
Generation 48|2|0.12|100|11.914|2149.739062976162|79.35102837293086
Generation 49|2|0.106|15|11.534|2149.964098556101|72.0337607460577
Generation 50|2|0.11|15|11.798|2149.964098556101|76.56495740388833
Generation 51|2|0.108|15|11.556|2149.913226044195|68.51610912362689
Generation 52|2|0.088|15|11.3|2149.988999664993|60.61233113576806
Generation 53|2|0.1|21|11.604|2149.964098556101|64.57437906013519
Generation 54|2|0.136|15|11.244|2149.964098556101|84.4217278845596
Generation 55|2|0.118|15|11.506|2149.986294709256|78.0233168309538
Generation 56|2|0.114|15|11.462|2149.964098556101|73.6904690011708
Generation 57|2|0.114|15|11.662|2149.988999664993|80.73226142573849
Generation 58|2|0.084|15|11.222|2149.964098556101|58.538589497364256
Generation 59|2|0.13|22|11.526|2149.988999664993|83.9727998875457
Generation 60|2|0.128|17|11.44|2149.964098556101|85.15418217787307
Generation 61|3|0.098|15|11.488|5026.256363523016|72.79319932389548
Generation 62|2|0.12|17|11.434|2149.964098556101|74.36841036504431
Generation 63|2|0.102|15|11.442|2149.964098556101|67.70171516383628
Generation 64|2|0.112|100|11.96|2149.964098556101|73.17929215317653
Generation 65|2|0.106|22|11.618|2149.964098556101|69.83749299928766
Generation 66|2|0.114|19|11.93|2149.8377997990897|76.40029762226855
Generation 67|2|0.124|15|12.148|2149.988999664993|79.31997676195954
Generation 68|2|0.118|15|11.78|2149.988999664993|75.9832398861679
Generation 69|2|0.112|15|11.732|2149.988999664993|79.81062581809346
Generation 70|2|0.106|15|11.822|2149.964098556101|70.06551244137634
Generation 71|2|0.146|19|11.768|2149.988999664993|98.96910226820958
Generation 72|2|0.108|15|12.05|2149.964098556101|68.98624753650537
Generation 73|2|0.098|16|12.044|2149.964098556101|66.29201721524274
Generation 74|2|0.086|17|11.828|2149.964098556101|64.69237355179555
Generation 75|1|0.142|16|11.962|511.93713373395843|83.49701765541593
Generation 76|3|0.098|15|12.19|5026.256363523016|75.75868414361481
Generation 77|2|0.124|15|12.374|2149.988999664993|84.1202931866211
Generation 78|2|0.118|15|12.328|2149.988999664993|76.51199171252021
Generation 79|2|0.11|19|12.134|2149.988999664993|81.48197281565929
Generation 80|2|0.122|22|12.068|2149.988999664993|85.06494194646406
Generation 81|2|0.106|19|12.136|2149.964098556101|74.92154932574414
Generation 82|1|0.098|600|13.332|513.8967170165362|61.659440029141464
Generation 83|2|0.122|15|12.182|2149.988999664993|87.50155296110738
Generation 84|3|0.104|100|12.426|5026.96582588445|81.26111362880573
Generation 85|2|0.106|100|12.458|2149.6181160598485|68.37797060230336
Generation 86|3|0.122|100|12.408|5021.224242470099|87.89751948271783
Generation 87|2|0.154|20|12.35|2149.986294709256|98.98662777110337
Generation 88|2|0.112|15|12.406|2149.988999664993|73.59601899372205
Generation 89|2|0.1|15|12.536|2149.964098556101|65.48410723615474
Generation 90|2|0.116|19|12.582|2149.6181160598485|73.46351006066693
Generation 91|2|0.116|100|12.718|2149.313421433475|75.85590218350616
Generation 92|2|0.118|15|12.514|2149.964098556101|78.96094385124746
Generation 93|2|0.132|20|12.634|2149.739062976162|83.7359444532743
Generation 94|2|0.116|15|12.596|2149.964098556101|78.06159531617152
Generation 95|1|0.118|15|12.32|511.42505421866946|71.94512963773899
Generation 96|2|0.114|22|12.64|2149.964098556101|79.41003701300878
Generation 97|2|0.132|15|12.612|2149.964098556101|90.58920982795989
Generation 98|2|0.134|15|12.344|2149.8377997990897|86.73105072860216
Generation 99|3|0.122|19|12.816|5024.719635813122|88.29460750983931
Generation 100|2|0.148|16|13.068|2149.988999664993|98.939263845688
Generation 101|2|0.108|16|13.268|2149.986294709256|72.45958053229761
Generation 102|2|0.128|15|12.96|2149.988999664993|84.39376682275226
Generation 103|2|0.126|15|12.676|2149.986294709256|83.07906663714338
Generation 104|2|0.114|18|13.254|2149.8377997990897|75.39276423753678
Generation 105|1|0.118|15|13.314|511.42505421866946|72.85124918634666
Generation 106|2|0.13|16|13.128|2149.8377997990897|85.51248005445842
Generation 107|2|0.118|20|13.228|2149.8377997990897|77.3631808509485
Generation 108|2|0.098|15|13.308|2149.986294709256|69.82896865510729
Generation 109|2|0.158|16|12.974|2149.964098556101|101.5735435518041
Generation 110|2|0.128|22|13.626|2149.988999664993|82.71084764136683
Generation 111|2|0.144|18|13.428|2149.988999664993|97.3029163937962
Generation 112|2|0.126|16|13.286|2149.8377997990897|81.39627242352836
Generation 113|2|0.15|20|13.562|2149.739062976162|98.13321869231874
Generation 114|3|0.138|19|13.634|5023.038198361497|94.71126115603334
Generation 115|2|0.108|15|13.674|2149.739062976162|70.54021486375981
Generation 116|2|0.124|15|13.394|2149.964098556101|80.51328521530586
Generation 117|2|0.14|15|13.65|2149.964098556101|90.9761677401579
Generation 118|2|0.122|24|13.576|2149.964098556101|79.67263832808729
Generation 119|2|0.13|15|13.512|2149.988999664993|88.19333919215568
Generation 120|2|0.124|15|13.612|2149.739062976162|78.42167914880918
Generation 121|1|0.104|15|13.588|511.42505421866946|66.18384020253606
Generation 122|2|0.144|15|13.53|2149.739062976162|90.55388668036666
Generation 123|2|0.128|15|13.602|2149.988999664993|98.69766935047915
Generation 124|2|0.118|15|13.53|2149.964098556101|82.23654709616176
Generation 125|2|0.128|15|13.5|2149.964098556101|82.59544178279981
Generation 126|2|0.132|20|13.41|2149.986294709256|89.06509504344135
Generation 127|2|0.124|15|13.264|2149.9540739565236|84.96450290611202
Generation 128|2|0.134|15|13.338|2149.8377997990897|92.27379815504852
Generation 129|3|0.126|15|13.342|5024.719635813122|86.19145525117388
Generation 130|2|0.136|16|13.662|2149.8377997990897|98.1605089707926
Generation 131|2|0.132|15|13.4|2149.913226044195|84.48349251076286
Generation 132|2|0.132|15|13.222|2149.739062976162|84.32316985940673
Generation 133|2|0.112|15|13.332|2149.739062976162|72.195443058533
Generation 134|2|0.14|15|13.272|2149.964098556101|95.21031671583513
Generation 135|3|0.12|15|13.166|5024.719635813122|87.61574419030046
Generation 136|2|0.122|16|13.02|2149.964098556101|83.7182067226065
Generation 137|2|0.108|15|13.302|2149.739062976162|74.75275791415078
Generation 138|2|0.106|15|12.584|2149.988999664993|77.63553651555657
Generation 139|2|0.088|18|12.268|2149.964098556101|61.504381114107005
Generation 140|2|0.104|15|12.718|2149.913226044195|72.19974989293085
Generation 141|3|0.118|15|12.436|5027.633040365744|95.05586387502443
Generation 142|2|0.114|19|12.596|2149.964098556101|77.03044450486355
Generation 143|1|0.104|15|12.328|511.42505421866946|64.98766533421747
Generation 144|2|0.1|17|12.404|2149.8377997990897|65.37292624724827
Generation 145|1|0.098|15|12.47|511.42505421866946|62.15251371684519
Generation 146|2|0.132|15|12.352|2149.988999664993|85.77899377029648
Generation 147|2|0.116|15|12.618|2149.964098556101|78.09208736192778
Generation 148|2|0.134|16|12.57|2149.739062976162|89.16203094698552
Generation 149|2|0.1|15|13.2|2149.964098556101|66.10303863553925
Generation 150|2|0.13|15|12.986|2149.9540739565236|85.38337142977042
Generation 151|2|0.124|15|12.834|2149.739062976162|82.2018826891379
Generation 152|2|0.12|15|13.282|2149.739062976162|80.6695718412302
Generation 153|3|0.102|15|13.256|5024.719635813122|74.20354616173027
Generation 154|2|0.118|16|13.198|2149.988999664993|84.18896608957185
Generation 155|2|0.142|16|13.32|2149.8377997990897|98.49829282598357
Generation 156|2|0.122|15|13.388|2149.964098556101|79.4851933337003
Generation 157|3|0.134|15|13.454|5024.719635813122|92.55630417761385
Generation 158|2|0.11|15|13.3|2149.739062976162|80.34069175619257
Generation 159|2|0.118|15|12.798|2149.739062976162|83.79675616591848
Generation 160|3|0.148|15|13.044|5024.719635813122|108.25290782637039
Generation 161|2|0.138|15|13.572|2149.988999664993|96.76607305961382
Generation 162|2|0.132|15|13.656|2149.8377997990897|86.97753939529323
Generation 163|3|0.13|17|13.502|5024.719635813122|88.29047036391549
Generation 164|2|0.122|15|13.648|2149.8377997990897|82.00755591758976
Generation 165|2|0.12|15|13.456|2149.9540739565236|80.83569995366831
Generation 166|2|0.152|15|13.674|2149.964098556101|106.06262987387693
Generation 167|2|0.126|15|13.636|2149.964098556101|86.25012251931525
Generation 168|2|0.13|15|13.758|2149.988999664993|83.81966445428779
Generation 169|2|0.148|15|14.02|2149.739062976162|95.2423866342009
Generation 170|2|0.136|15|13.976|2149.739062976162|93.85086069856976
Generation 171|2|0.13|15|14.018|2149.964098556101|90.93338892297307
Generation 172|2|0.134|15|14.226|2149.988999664993|95.41299075632304
Generation 173|2|0.138|15|14.17|2149.986294709256|90.48112158552657
Generation 174|3|0.136|15|14.076|5024.719635813122|94.14242551950775
Generation 175|2|0.09|18|14.098|2149.739062976162|62.05533992650178
Generation 176|2|0.152|15|14.07|2149.986294709256|104.15854495310126
Generation 177|2|0.14|15|14.39|2149.739062976162|98.53465228010101
Generation 178|3|0.124|15|14.236|5024.719635813122|90.65437401808293
Generation 179|2|0.142|15|14.234|2149.739062976162|90.26280817907845
Generation 180|2|0.134|15|14.572|2149.739062976162|88.87799407255257
Generation 181|2|0.13|15|14.25|2149.739062976162|88.87298255567534
Generation 182|2|0.15|15|14.304|2149.739062976162|94.27136193119655
Generation 183|2|0.128|15|14.25|2149.739062976162|80.9941720692227
Generation 184|2|0.182|15|14.324|2149.739062976162|116.98760695820556
Generation 185|2|0.142|15|14.254|2149.739062976162|99.36627445446068
Generation 186|3|0.122|15|14.154|5024.719635813122|89.5372522277646
Generation 187|2|0.118|15|14.12|2149.739062976162|78.23734727331583
Generation 188|2|0.146|15|14.208|2149.988999664993|96.76104539265448
Generation 189|2|0.156|15|14.266|2149.988999664993|104.07636190261037
Generation 190|2|0.126|15|14.318|2149.988999664993|89.24360340430678
Generation 191|2|0.134|100|14.408|2149.739062976162|93.28877935873592
Generation 192|2|0.13|15|14.462|2149.739062976162|91.33742935114775
Generation 193|2|0.134|18|14.702|2149.964098556101|91.26154535587014
Generation 194|2|0.126|27|14.416|2149.739062976162|84.75249118994009
Generation 195|2|0.13|15|14.454|2149.739062976162|84.4727290849404
Generation 196|3|0.136|18|14.45|5024.719635813122|94.48372479201434
Generation 197|2|0.14|100|14.59|2149.739062976162|96.47361320784086
Generation 198|2|0.13|27|14.158|2149.964098556101|95.61699271153466
Generation 199|2|0.126|100|14.702|2149.739062976162|87.31022350102518
Generation 200|3|0.126|100|14.574|5024.719635813122|91.90804313879465
Generation 201|2|0.14|27|14.01|2149.9540739565236|95.87748470502497
Generation 202|2|0.142|18|13.972|2149.9540739565236|99.09962383379575
Generation 203|2|0.128|17|14.298|2149.964098556101|90.17969445532712
Generation 204|2|0.11|18|14.182|2149.739062976162|74.28178978501225
Generation 205|2|0.13|18|13.91|2149.739062976162|83.9880125849388
Generation 206|2|0.14|15|14.17|2149.964098556101|98.34783846721366
Generation 207|2|0.122|100|14.348|2149.739062976162|80.3942059179653
Generation 208|2|0.144|100|14.084|2149.9540739565236|97.9565112478
Generation 209|2|0.112|17|13.944|2149.964098556101|84.20328250608544
Generation 210|2|0.076|19|13.838|2149.913226044195|57.100541342896214
Generation 211|2|0.126|15|13.728|2149.739062976162|86.40414917939508
Generation 212|2|0.15|15|13.926|2149.739062976162|98.43555671579281
Generation 213|1|0.134|18|14.204|511.42505421866946|81.66767434673125
Generation 214|2|0.134|15|13.844|2149.739062976162|83.59166197677894
Generation 215|2|0.128|15|14.058|2149.739062976162|92.23486890107883
Generation 216|2|0.11|100|14.122|2149.739062976162|74.25329633453168
Generation 217|2|0.128|15|13.972|2149.739062976162|85.30276848558313
Generation 218|2|0.126|15|14.304|2149.739062976162|86.94363462246218
Generation 219|2|0.174|100|14.446|2149.739062976162|110.84371480182601
Generation 220|2|0.12|16|14.004|2149.739062976162|85.94911584875553
Generation 221|3|0.124|100|14.1|5024.719635813122|90.50910641646202
Generation 222|3|0.114|15|14.104|5024.719635813122|83.26433940800696
Generation 223|2|0.102|15|13.976|2149.739062976162|72.40229029921032
Generation 224|2|0.126|15|13.742|2149.739062976162|81.82511784684792
Generation 225|2|0.146|15|14.29|2149.964098556101|101.3831221961661
Generation 226|2|0.172|15|14.274|2149.739062976162|109.71338983464702
Generation 227|2|0.13|100|14.26|2149.986294709256|91.17366696199632
Generation 228|3|0.136|100|14.256|5024.719635813122|94.2959764037533
Generation 229|2|0.128|100|14.322|2149.739062976162|85.6786503394446
Generation 230|2|0.12|100|14.242|2149.739062976162|77.08148280554661
Generation 231|2|0.134|17|13.802|2149.988999664993|88.13366134072467
Generation 232|2|0.144|100|13.97|2149.739062976162|90.98504200256157
Generation 233|2|0.146|15|14.046|2149.739062976162|96.61880752348074
Generation 234|2|0.152|15|14.056|2149.739062976162|111.07423851017933
Generation 235|2|0.14|100|14.434|2149.8377997990897|98.5498948520577
Generation 236|2|0.158|15|14.32|2149.739062976162|107.40194657974378
Generation 237|2|0.136|18|14.416|2149.739062976162|87.42429289012865
Generation 238|3|0.118|17|14.224|5024.719635813122|85.3264816937366
Generation 239|2|0.134|17|14.15|2149.739062976162|86.16342303755253
Generation 240|2|0.142|15|14.31|2149.739062976162|92.54278632940006
Generation 241|2|0.102|100|14.33|2149.739062976162|68.18193939165172
Generation 242|2|0.144|19|14.35|2149.739062976162|98.16954169623646
Generation 243|2|0.16|15|14.464|2149.739062976162|101.65122882698753
Generation 244|2|0.11|15|14.47|2149.739062976162|76.84474308619038
Generation 245|2|0.138|15|14.394|2149.739062976162|95.2367386094188
Generation 246|2|0.126|15|14.328|2149.739062976162|89.23541814823929
Generation 247|2|0.134|15|14.384|2149.739062976162|88.66584154574055
Generation 248|2|0.134|18|14.222|2149.739062976162|93.13162203368717
Generation 249|2|0.132|15|14.44|2149.739062976162|87.74233225072992
Generation 250|2|0.126|15|14.322|2149.739062976162|82.39074872766312
Generation 251|2|0.12|15|14.406|2149.739062976162|84.0607483950346
Generation 252|2|0.134|15|14.19|2149.739062976162|90.80447509130916
Generation 253|1|0.118|15|14.526|511.42505421866946|74.04015283663875
Generation 254|2|0.14|15|14.354|2149.739062976162|93.93291047248846
Generation 255|2|0.14|15|14.486|2149.739062976162|91.77059930652486
Generation 256|2|0.134|15|14.67|2149.739062976162|86.65830243944278
Generation 257|2|0.092|15|14.488|2149.739062976162|67.95834593560126
Generation 258|1|0.118|15|14.49|511.42505421866946|74.00949403324177
Generation 259|2|0.128|15|14.442|2149.739062976162|90.37148424196073
Generation 260|2|0.174|15|14.606|2149.739062976162|111.01617276829872
Generation 261|2|0.116|15|14.636|2149.739062976162|80.0135008469747
Generation 262|2|0.126|15|14.712|2149.739062976162|85.01441214945164
Generation 263|2|0.162|15|14.656|2149.739062976162|111.96897253388484
Generation 264|2|0.148|15|14.71|2149.739062976162|107.38098990635993
Generation 265|2|0.146|15|14.698|2149.739062976162|92.63832851087253
Generation 266|2|0.15|19|14.55|2149.739062976162|108.2058841836715
Generation 267|2|0.126|18|14.588|2149.739062976162|82.62549667502105
Generation 268|2|0.14|15|14.422|2149.739062976162|94.00343144642535
Generation 269|2|0.134|18|14.728|2149.739062976162|86.70048449940772
Generation 270|1|0.134|18|14.53|511.42505421866946|81.98853576830405
Generation 271|2|0.124|17|14.654|2149.739062976162|79.42788264198835
Generation 272|2|0.12|19|14.622|2149.739062976162|81.9727242587867
Generation 273|2|0.118|15|14.714|2149.739062976162|78.77114263114633
Generation 274|3|0.148|15|14.676|5024.719635813122|107.50092448779434
Generation 275|2|0.15|15|14.762|2149.739062976162|99.2638025837531
Generation 276|2|0.12|15|14.66|2149.739062976162|79.7334231547717
Generation 277|2|0.166|17|14.61|2149.739062976162|104.77373770429003
Generation 278|2|0.132|15|14.49|2149.739062976162|87.82406537546548
Generation 279|2|0.15|15|14.524|2149.739062976162|94.4506207407633
Generation 280|2|0.14|18|14.49|2149.739062976162|91.77890705331998
Generation 281|2|0.116|16|14.49|2149.739062976162|75.31732887131363
Generation 282|2|0.122|15|14.454|2149.739062976162|78.21546499914614
Generation 283|2|0.162|19|14.586|2149.739062976162|109.61677368003993
Generation 284|3|0.16|17|14.7|5024.719635813122|111.20870635504835
Generation 285|2|0.136|15|14.71|2149.739062976162|92.25163668267587
Generation 286|2|0.146|15|14.644|2149.739062976162|97.15206381470368
Generation 287|3|0.114|100|14.83|5024.719635813122|79.4057076144068
Generation 288|2|0.146|15|14.548|2149.988999664993|103.95046887144916
Generation 289|2|0.112|15|14.534|2149.739062976162|73.33023677200862
Generation 290|2|0.154|15|14.564|2149.739062976162|107.9384571655076
Generation 291|2|0.144|16|14.494|2149.988999664993|98.34260914040162
Generation 292|2|0.15|19|14.602|2149.964098556101|99.11699615402473
Generation 293|2|0.122|23|14.388|2149.739062976162|80.45769090188499
Generation 294|2|0.12|100|14.666|2149.739062976162|86.61880807078741
Generation 295|2|0.14|100|14.424|2149.739062976162|96.26970885587399
Generation 296|2|0.134|15|14.444|2149.739062976162|86.49869086722829
Generation 297|2|0.124|15|14.688|2149.739062976162|84.01756278368022
Generation 298|2|0.128|100|14.76|2149.739062976162|81.52595238280927
Generation 299|2|0.108|15|14.554|2149.964098556101|73.67551874996064
Generation 300|2|0.138|100|14.898|2149.8377997990897|91.1459498497213
Generation 301|2|0.134|100|14.956|2149.739062976162|89.24070555410458
Generation 302|3|0.134|100|14.802|5024.719635813122|100.69592802294851
Generation 303|2|0.158|100|14.738|2149.739062976162|110.07005690004097
Generation 304|2|0.118|100|14.862|2149.739062976162|76.65031833219406
Generation 305|2|0.124|100|14.782|2149.739062976162|84.09448867136136
Generation 306|2|0.14|15|14.456|2149.8377997990897|89.45421363093517
Generation 307|2|0.124|100|14.65|2149.739062976162|79.40129058446244
Generation 308|2|0.138|15|14.634|2149.739062976162|90.88822918113813
Generation 309|2|0.13|27|14.6|2149.739062976162|86.83483224907044
Generation 310|2|0.128|27|14.714|2149.739062976162|86.05019779339582
Generation 311|2|0.148|15|14.488|2149.739062976162|93.44713000843481
Generation 312|2|0.144|21|14.632|2149.739062976162|96.14267873532826
Generation 313|1|0.102|15|14.692|511.42505421866946|66.24511669697043
Generation 314|2|0.162|15|14.378|2149.739062976162|100.28751340368466
Generation 315|2|0.13|15|14.452|2149.739062976162|84.4993784118013
Generation 316|2|0.15|15|14.52|2149.739062976162|101.31820878398909
Generation 317|2|0.134|15|14.514|2149.739062976162|91.12895483023438
Generation 318|2|0.146|15|14.504|2149.8377997990897|99.33965965088564
Generation 319|2|0.16|15|14.442|2149.739062976162|115.31968113943753
Generation 320|2|0.146|100|14.79|2149.739062976162|90.45391963509523
Generation 321|2|0.134|15|14.54|2149.739062976162|84.26443409755274
Generation 322|3|0.144|15|14.416|5024.719635813122|98.43553899672538
Generation 323|2|0.134|100|14.72|2149.739062976162|91.28374734878876
Generation 324|2|0.158|15|14.254|2149.964098556101|109.56062272446007
Generation 325|1|0.116|15|14.11|511.42505421866946|72.58772895898795
Generation 326|3|0.156|100|14.728|5024.719635813122|106.99475948848365
Generation 327|3|0.164|100|14.694|5026.96582588445|106.378046380508
Generation 328|2|0.13|100|14.906|2149.8377997990897|84.91319417651658
Generation 329|2|0.154|15|14.662|2149.739062976162|94.30353040015163
Generation 330|2|0.176|15|14.57|2149.739062976162|107.39620786437867
Generation 331|2|0.12|100|14.818|2149.739062976162|77.60165897815632
Generation 332|2|0.152|1100|17.13|2149.739062976162|98.49944130620429
Generation 333|2|0.11|100|14.972|2149.739062976162|75.0855033640631
Generation 334|2|0.126|15|14.35|2149.739062976162|80.12714918113146
Generation 335|2|0.118|15|14.614|2149.739062976162|76.41079513725673
Generation 336|2|0.172|100|14.964|2149.739062976162|119.503606805753
Generation 337|2|0.112|100|14.88|2149.739062976162|78.28633718886186
Generation 338|2|0.148|100|14.698|2149.739062976162|93.67723189314519
Generation 339|2|0.146|1100|17.018|2149.739062976162|99.91950055430866
Generation 340|2|0.112|100|14.94|2149.739062976162|78.32622255705641
Generation 341|2|0.12|100|15.564|2149.739062976162|78.32902238704679
Generation 342|2|0.136|100|14.73|2149.739062976162|85.48205311822196
Generation 343|2|0.14|27|14.524|2149.739062976162|89.52287784927047
Generation 344|3|0.156|100|15.054|5018.2761625849325|102.71552842372199
Generation 345|3|0.144|100|14.312|5024.719635813122|102.91965471404177
Generation 346|2|0.14|15|14.036|2149.739062976162|86.74519111567113
Generation 347|2|0.15|1100|16.328|2149.739062976162|96.63106572998159
Generation 348|2|0.122|33|14.344|2149.739062976162|84.94785706025502
Generation 349|2|0.142|18|14.29|2149.739062976162|94.85286956222946
Generation 350|2|0.148|24|14.17|2149.739062976162|95.41045195892177
Generation 351|2|0.14|15|14.452|2149.739062976162|93.98004964211233
Generation 352|2|0.128|17|14.32|2149.8377997990897|87.94836788508873
Generation 353|2|0.132|15|14.21|2149.739062976162|85.20590094674847
Generation 354|2|0.15|27|14.432|2149.8377997990897|105.81478275104939
Generation 355|2|0.11|15|14.344|2149.739062976162|74.49673911479151
Generation 356|2|0.152|18|14.21|2149.739062976162|101.97735087143633
Generation 357|1|0.11|19|14.392|513.4194329659408|69.91017513673621
Generation 358|2|0.158|15|14.176|2149.8377997990897|102.68641585708924
Generation 359|2|0.146|23|14.296|2149.739062976162|99.04885282789554
Generation 360|2|0.13|17|14.332|2149.739062976162|91.2050957619398
Generation 361|1|0.142|15|14.452|511.42505421866946|85.8230753716773
Generation 362|2|0.152|1100|16.664|2149.739062976162|95.68743353345018
Generation 363|2|0.148|23|14.522|2149.739062976162|95.72500156062503
Generation 364|2|0.156|15|14.17|2149.739062976162|101.7121395341748
Generation 365|2|0.108|18|14.402|2149.739062976162|71.21613198570735
Generation 366|2|0.12|18|14.21|2149.739062976162|77.02373911604555
Generation 367|2|0.144|1100|16.55|2149.739062976162|91.61830016686412
Generation 368|2|0.132|1100|16.466|2149.739062976162|85.59030148237716
Generation 369|2|0.112|15|14.706|2149.739062976162|78.07624948536625
Generation 370|2|0.14|15|14.546|2149.739062976162|91.7928397135757
Generation 371|2|0.126|15|14.58|2149.739062976162|82.63540679110653
Generation 372|2|0.148|1100|19.062|2149.739062976162|94.18605004211236
Generation 373|2|0.14|15|14.69|2149.739062976162|87.3691927199421
Generation 374|2|0.158|15|14.684|2149.739062976162|103.14187720788951
Generation 375|2|0.162|15|14.57|2149.739062976162|102.76994760350085
Generation 376|2|0.16|100|14.8|2149.913226044195|104.24651416570333
Generation 377|3|0.162|15|14.472|5024.719635813122|109.69241909241039
Generation 378|2|0.142|100|14.702|2149.8377997990897|95.26897199454415
Generation 379|2|0.138|15|14.24|2149.739062976162|97.38245353233778
Generation 380|2|0.13|15|14.374|2149.739062976162|86.70906150689997
Generation 381|2|0.15|15|14.26|2149.739062976162|96.50159312752989
Generation 382|2|0.14|15|14.56|2149.739062976162|94.08994236099592
Generation 383|2|0.158|27|14.262|2149.988999664993|100.51204235839023
Generation 384|2|0.12|100|14.708|2149.913226044195|91.22097696369977
Generation 385|2|0.138|15|14.242|2149.988999664993|85.98970331525852
Generation 386|2|0.146|15|14.256|2149.739062976162|89.90840220127342
Generation 387|2|0.134|15|14.278|2149.739062976162|86.26651147918604
Generation 388|2|0.138|100|14.392|2149.739062976162|95.21581483739381
Generation 389|2|0.124|15|14.23|2149.739062976162|83.55088134684584
Generation 390|2|0.132|15|14.382|2149.739062976162|83.10621495581505
Generation 391|2|0.102|27|14.542|2149.739062976162|70.67514932018838
Generation 392|2|0.146|15|14.414|2149.8377997990897|94.63949633705526
Generation 393|2|0.146|15|14.356|2149.739062976162|92.33913854062816
Generation 394|2|0.126|100|14.628|2149.739062976162|82.67767326486218
Generation 395|2|0.142|33|14.4|2149.8377997990897|97.197812553415
Generation 396|2|0.126|100|14.51|2149.988999664993|93.95467865831466
Generation 397|2|0.128|600|15.534|2149.986294709256|90.09372236252493
Generation 398|2|0.124|15|14.228|2149.964098556101|88.13813395210867
Generation 399|2|0.14|15|14.41|2149.913226044195|91.71498302559054
Generation 400|2|0.144|15|14.534|2149.739062976162|93.77492556003476
Generation 401|2|0.152|18|14.58|2149.739062976162|102.36210257065474
Generation 402|2|0.13|15|14.52|2149.739062976162|91.4106225372729
Generation 403|2|0.118|15|14.57|2149.739062976162|76.36868785614031
Generation 404|3|0.136|15|14.526|5024.719635813122|94.6050201888354
Generation 405|2|0.112|100|14.708|2149.739062976162|80.35822432871119
Generation 406|2|0.134|15|14.236|2149.739062976162|88.51273149834401
Generation 407|2|0.112|100|14.854|2149.739062976162|75.92163869570894
Generation 408|2|0.138|100|14.722|2149.739062976162|93.27202902824595
Generation 409|2|0.138|17|14.494|2149.739062976162|88.50567269201504
Generation 410|2|0.136|19|14.334|2149.739062976162|94.21644281487548
Generation 411|2|0.118|15|14.306|2149.739062976162|78.4101829471983
Generation 412|2|0.132|15|14.516|2149.739062976162|87.81744002249226
Generation 413|2|0.134|100|14.888|2149.739062976162|93.75722861500294
Generation 414|2|0.116|15|14.522|2149.739062976162|77.61653049443781
Generation 415|2|0.136|15|14.614|2149.913226044195|92.17878966951795
Generation 416|2|0.146|15|14.582|2149.964098556101|99.40025836284994
Generation 417|2|0.148|15|14.406|2149.739062976162|95.65090791751247
Generation 418|3|0.14|23|14.55|5024.719635813122|103.44311795778906
Generation 419|2|0.128|15|14.394|2149.739062976162|81.13801716800577
Generation 420|2|0.114|15|14.432|2149.739062976162|76.5478569758416
Generation 421|2|0.132|15|14.41|2149.739062976162|92.28580339718832
Generation 422|2|0.164|15|14.522|2149.739062976162|110.54285228978529
Generation 423|2|0.128|15|14.564|2149.988999664993|88.17521003153212
Generation 424|2|0.15|15|14.616|2149.988999664993|103.68767077369196
Generation 425|2|0.104|17|14.352|2149.739062976162|73.78031580868674
Generation 426|2|0.138|15|14.546|2149.739062976162|93.10562349486109
Generation 427|2|0.138|15|14.456|2149.739062976162|90.74010684732147
Generation 428|2|0.138|15|14.466|2149.739062976162|90.73813929722361
Generation 429|2|0.14|15|14.6|2149.739062976162|94.15492757864817
Generation 430|2|0.112|15|14.398|2149.739062976162|75.50692145304143
Generation 431|2|0.146|17|14.438|2149.739062976162|92.36883804987033
Generation 432|2|0.142|18|14.372|2149.739062976162|97.22485082998028
Generation 433|2|0.134|15|14.448|2149.739062976162|86.48811366640523
Generation 434|3|0.138|27|14.536|5024.719635813122|93.29014031626737
Generation 435|2|0.14|18|14.484|2149.739062976162|91.77352174759211
Generation 436|2|0.13|15|14.63|2149.739062976162|89.22150017626787
Generation 437|2|0.164|15|14.732|2149.739062976162|110.73309112311914
Generation 438|1|0.134|15|14.782|511.42505421866946|82.19438768048974
Generation 439|3|0.174|18|14.606|5024.719635813122|115.7766605521584
Generation 440|3|0.106|15|14.588|5024.719635813122|77.50400388156882
Generation 441|1|0.146|15|14.45|511.42505421866946|87.85418156975612
Generation 442|2|0.168|17|14.482|2149.739062976162|114.76044911148344
Generation 443|2|0.152|15|14.348|2149.739062976162|99.85757848692403
Generation 444|2|0.14|18|14.464|2149.739062976162|93.99838164764154
