|Max Apple|Mean Apple|Max Step|Mean Step|Max Fitness|Mean Fitness
Generation 1247|2|0.134|33|14.892|2149.475941242983|88.75596940850843
Generation 1248|3|0.132|600|16.114|5016.170998995946|99.22771576337938
Generation 1249|2|0.122|33|14.286|2149.8377997990897|86.80407954150705
Generation 1250|3|0.156|42|15.472|5023.038198361497|122.96128109511112
Generation 1251|2|0.15|39|14.974|2148.9304694062257|103.40410313766098
Generation 1252|3|0.14|600|16.544|5010.465200741229|108.20898582980678
Generation 1253|2|0.088|40|15.126|2149.1313553086493|63.99472862378151
Generation 1254|3|0.15|33|15.63|5006.763496021078|108.93087932568238
Generation 1255|2|0.156|33|15.758|2149.6181160598485|109.44854843574021
Generation 1256|3|0.184|38|15.742|5016.170998995946|141.88778772935166
Generation 1257|2|0.152|42|15.458|2149.739062976162|109.44158086157113
Generation 1258|2|0.13|42|15.586|2149.9540739565236|98.71829753515311
Generation 1259|2|0.128|35|15.418|2149.739062976162|88.56503398152138
Generation 1260|2|0.148|33|15.69|2149.9540739565236|110.02125592580472
Generation 1261|2|0.18|46|15.978|2149.313421433475|128.22115670644385
Generation 1262|2|0.126|600|16.536|2148.2212709145742|82.85708560040939
Generation 1263|2|0.126|33|15.524|2149.964098556101|89.95447027380293
Generation 1264|2|0.154|39|15.618|2149.313421433475|103.89192084561026
Generation 1265|2|0.128|33|15.264|2149.475941242983|90.72096382878145
Generation 1266|2|0.11|600|16.316|2149.739062976162|83.850730828453
Generation 1267|2|0.134|33|15.274|2149.739062976162|98.22550360477238
Generation 1268|2|0.16|36|15.624|2149.964098556101|115.85953624659932
Generation 1269|3|0.148|33|15.312|5023.038198361497|109.90617432302155
Generation 1270|3|0.154|600|16.1|5006.763496021078|123.582304188935
Generation 1271|3|0.122|33|14.916|5013.96180892374|94.50404969596511
Generation 1272|2|0.134|33|15.498|2149.475941242983|93.84328108911045
Generation 1273|2|0.148|33|15.538|2149.890070823094|112.17597332610475
Generation 1274|3|0.148|33|15.794|5005.486447528147|110.23427708158712
Generation 1275|2|0.156|42|15.928|2149.890070823094|116.3362130886047
Generation 1276|2|0.15|43|15.368|2149.9540739565236|110.74135691510487
Generation 1277|2|0.13|33|15.594|2149.913226044195|94.18962808174334
Generation 1278|2|0.144|36|15.396|2149.913226044195|105.61053250408449
Generation 1279|3|0.168|34|15.412|5010.465200741229|136.00602384960342
Generation 1280|3|0.13|33|14.082|5022.147118486193|99.90448691553392
Generation 1281|2|0.14|39|15.128|2149.9540739565236|107.8506219578371
Generation 1282|2|0.124|38|14.692|2149.475941242983|85.86219446512919
Generation 1283|2|0.132|33|15.072|2149.739062976162|94.70888990185139
Generation 1284|2|0.124|33|14.566|2149.964098556101|90.5014036421518
Generation 1285|3|0.132|46|15.232|5012.820007417454|99.57416643054056
Generation 1286|4|0.126|33|15.372|9158.793597522206|99.6159785444041
Generation 1287|3|0.156|33|15.53|5029.352235031539|125.7741996540218
Generation 1288|3|0.144|33|15.072|5005.486447528147|103.07085459670066
Generation 1289|2|0.088|33|14.738|2149.739062976162|72.78695795314762
Generation 1290|3|0.164|50|15.76|5021.224242470099|138.8067138478446
Generation 1291|2|0.152|33|15.71|2149.475941242983|100.58301737223869
Generation 1292|2|0.132|38|14.99|2149.1313553086493|90.0595995514622
Generation 1293|3|0.118|33|15.232|5016.170998995946|90.65711021305081
Generation 1294|3|0.154|34|15.34|5019.2877281163765|126.43210842542223
Generation 1295|2|0.128|33|15.374|2149.964098556101|99.79754757834357
Generation 1296|3|0.154|49|15.51|4982.475925379754|115.13477879069545
Generation 1297|2|0.122|33|15.144|2149.913226044195|85.40943009723397
Generation 1298|3|0.148|39|15.244|5022.147118486193|107.61633186345941
Generation 1299|2|0.144|39|15.538|2149.913226044195|112.31705529690092
Generation 1300|2|0.15|39|15.454|2149.8377997990897|101.65353214293785
Generation 1301|3|0.13|39|15.608|5026.256363523016|105.8231687089829
Generation 1302|2|0.128|33|15.696|2149.739062976162|93.3497522653488
Generation 1303|2|0.094|33|15.66|2149.1313553086493|69.64940097758523
Generation 1304|2|0.132|42|15.616|2147.3636867685964|90.63774587215507
Generation 1305|2|0.166|33|15.93|2149.6181160598485|112.25921950588464
Generation 1306|3|0.146|43|15.848|4997.401762786789|109.22524912264704
Generation 1307|2|0.142|46|15.714|2149.475941242983|104.81187484539406
Generation 1308|2|0.126|39|15.7|2149.313421433475|94.58809958413741
Generation 1309|2|0.166|43|16.072|2148.2212709145742|114.52514925074033
Generation 1310|2|0.124|39|15.634|2148.4748409618246|91.29028898864891
Generation 1311|3|0.154|43|15.846|5016.170998995946|117.82449263683344
Generation 1312|3|0.16|40|15.93|4995.987483200402|129.87515257152384
Generation 1313|3|0.126|33|15.434|5017.2369705907395|99.21772391344133
Generation 1314|2|0.124|39|15.488|2149.739062976162|86.62831038958946
Generation 1315|3|0.146|36|15.78|5011.6542707371345|116.15967182516292
Generation 1316|2|0.144|35|15.762|2149.9540739565236|103.60549816974599
Generation 1317|2|0.156|38|16.108|2149.739062976162|109.66197852808156
Generation 1318|2|0.138|38|15.836|2149.6181160598485|96.05576947091667
Generation 1319|2|0.114|46|15.474|2149.6181160598485|93.02442803386563
Generation 1320|3|0.124|39|15.764|4997.401762786789|91.48025697456953
Generation 1321|3|0.158|34|15.928|5023.896182881493|110.73652359414099
Generation 1322|3|0.142|43|15.726|5002.87038813432|107.16185706334453
Generation 1323|2|0.144|600|16.984|2149.739062976162|101.17621865973896
Generation 1324|3|0.158|40|15.976|4995.987483200402|126.62102331151144
Generation 1325|3|0.13|38|15.788|5020.270752177687|105.92462158687582
Generation 1326|2|0.116|35|15.626|2149.9540739565236|94.17907053929063
Generation 1327|2|0.148|35|15.886|2149.964098556101|110.17674004819621
Generation 1328|2|0.156|46|15.932|2148.71142795583|105.0295449791046
Generation 1329|4|0.16|33|15.946|9171.433554439702|116.84952541847747
Generation 1330|2|0.166|35|15.806|2149.964098556101|119.05728949159075
Generation 1331|3|0.132|44|15.796|4990.15164987895|100.04531542127015
Generation 1332|3|0.128|44|15.758|4990.15164987895|95.74700756452145
Generation 1333|2|0.13|35|15.55|2149.475941242983|89.6858501271625
Generation 1334|2|0.162|38|16.128|2148.4748409618246|112.59803993651924
Generation 1335|2|0.132|36|15.862|2147.6652269129927|95.36155205825325
Generation 1336|2|0.12|35|15.884|2148.71142795583|87.18724108146867
Generation 1337|2|0.198|33|15.912|2149.9540739565236|141.86054342640355
Generation 1338|2|0.124|43|15.76|2149.475941242983|93.58323208865701
Generation 1339|4|0.19|35|16.138|9165.258404742544|154.73387338633353
Generation 1340|3|0.148|33|15.906|5005.486447528147|103.53739763375788
Generation 1341|2|0.15|42|15.578|2147.047038692749|104.07910506959438
Generation 1342|3|0.172|38|16.18|5019.2877281163765|124.61864023788681
Generation 1343|2|0.124|33|15.412|2149.6181160598485|88.93480272230133
Generation 1344|2|0.144|38|15.62|2149.1313553086493|107.90434435927027
Generation 1345|2|0.12|33|15.45|2149.9540739565236|89.21945593217181
Generation 1346|3|0.172|35|15.812|5021.224242470099|128.99976757179968
Generation 1347|2|0.166|42|15.996|2149.739062976162|132.6444683113303
Generation 1348|2|0.154|46|15.726|2149.313421433475|101.60794503068513
Generation 1349|4|0.152|40|15.888|9169.408691482031|126.59351260277231
Generation 1350|3|0.132|42|15.88|4993.104705211179|93.27980423950294
Generation 1351|3|0.152|46|15.816|4998.797540520454|114.51634887213706
Generation 1352|3|0.142|53|15.744|4976.049905986397|102.64202784485765
Generation 1353|2|0.126|46|15.64|2149.913226044195|94.5329792388239
Generation 1354|3|0.132|37|15.734|5000.174476842505|106.90841401362309
Generation 1355|2|0.106|39|15.482|2148.71142795583|80.00949761596313
Generation 1356|2|0.134|39|15.648|2149.9540739565236|105.38814106502109
Generation 1357|2|0.142|36|15.612|2149.913226044195|107.01325008669863
Generation 1358|3|0.158|41|15.692|4994.555026829778|126.50170478919613
Generation 1359|2|0.134|33|15.852|2149.913226044195|103.22569681431976
Generation 1360|2|0.134|33|15.488|2149.913226044195|98.4684886319648
Generation 1361|3|0.124|41|15.352|4994.555026829778|93.46003781584909
Generation 1362|3|0.166|48|15.56|4984.043551442055|125.62670680078106
Generation 1363|3|0.166|39|15.836|5021.224242470099|123.65785541993662
Generation 1364|2|0.138|33|15.15|2149.913226044195|104.66578096326518
Generation 1365|2|0.136|38|15.466|2149.475941242983|99.35873268883613
Generation 1366|2|0.142|36|15.594|2149.739062976162|104.68679208428922
Generation 1367|2|0.182|46|15.72|2149.739062976162|131.2663059537349
Generation 1368|4|0.17|42|15.64|9160.97945753794|141.91922076986165
Generation 1369|2|0.142|33|15.392|2149.913226044195|106.89964177445265
Generation 1370|2|0.124|39|15.376|2148.71142795583|93.25888151821268
Generation 1371|3|0.132|46|15.412|5002.87038813432|102.00778409587967
Generation 1372|3|0.138|46|15.268|5012.820007417454|104.8364194682781
Generation 1373|2|0.116|43|14.95|2147.6652269129927|86.61069409892909
Generation 1374|2|0.138|34|15.692|2148.9304694062257|98.14488993515982
Generation 1375|4|0.108|33|15.056|9167.35002491506|85.88331927570115
Generation 1376|3|0.136|33|15.72|5012.820007417454|102.06415171586801
Generation 1377|2|0.162|43|15.772|2149.964098556101|114.78868136605644
Generation 1378|2|0.124|38|15.714|2147.3636867685964|91.29839750153138
Generation 1379|2|0.166|39|16.062|2149.9540739565236|112.35703850408981
Generation 1380|2|0.13|46|15.558|2149.739062976162|98.77399088222411
Generation 1381|2|0.158|35|15.964|2149.475941242983|112.84316259925257
Generation 1382|4|0.15|49|15.968|9117.483225305838|111.74657557586426
Generation 1383|2|0.152|39|15.8|2149.913226044195|107.57306622011669
Generation 1384|2|0.186|38|15.804|2149.913226044195|135.68462158759954
Generation 1385|3|0.132|33|15.596|5010.465200741229|106.88008443929832
Generation 1386|2|0.152|33|15.826|2149.313421433475|100.77533309803168
Generation 1387|3|0.15|33|15.702|5017.2369705907395|115.8137415895841
Generation 1388|3|0.178|46|16.072|5019.2877281163765|120.71767494104837
Generation 1389|2|0.156|38|15.63|2149.9540739565236|107.16145833099583
Generation 1390|2|0.16|43|15.734|2149.913226044195|106.8847650163515
Generation 1391|3|0.142|33|15.464|5006.763496021078|111.72381098478209
Generation 1392|4|0.144|46|15.806|9165.258404742544|122.34879569145806
Generation 1393|4|0.158|44|15.794|9147.426443644452|127.31602871456911
Generation 1394|3|0.134|45|16.16|5006.763496021078|105.89635333377176
Generation 1395|2|0.16|46|15.704|2148.4748409618246|113.57128324412885
Generation 1396|3|0.168|46|15.726|5010.465200741229|124.5975317884642
Generation 1397|3|0.168|44|16.034|5010.465200741229|127.18300416485502
Generation 1398|2|0.142|42|15.838|2149.913226044195|111.525492552976
Generation 1399|2|0.132|33|16.026|2149.739062976162|93.24136628994307
Generation 1400|2|0.132|46|15.866|2149.8377997990897|102.16694678723096
Generation 1401|2|0.104|33|15.502|2149.739062976162|79.11295377531304
Generation 1402|3|0.192|38|15.956|5011.6542707371345|141.42072051156617
Generation 1403|2|0.13|33|15.678|2149.739062976162|94.37061045880327
Generation 1404|3|0.146|36|15.788|5016.170998995946|111.60710778300928
Generation 1405|3|0.142|46|15.754|5015.079034242259|114.11340816511272
Generation 1406|3|0.162|42|15.946|4995.987483200402|133.17722417941667
Generation 1407|3|0.14|46|16.006|5017.2369705907395|113.25903005093997
Generation 1408|3|0.14|39|15.86|5004.18860149733|104.04270375073689
Generation 1409|3|0.136|33|15.906|5008.019294011269|99.90601019693909
Generation 1410|3|0.162|35|15.794|5019.2877281163765|124.10724870072515
Generation 1411|3|0.158|38|15.894|5006.763496021078|113.01462906415493
Generation 1412|4|0.178|39|15.956|9173.423708485365|153.22224674319958
Generation 1413|3|0.174|58|15.764|4967.682784018668|132.03291186556112
Generation 1414|2|0.146|38|15.582|2149.6181160598485|104.37266788609661
Generation 1415|4|0.138|39|15.47|9169.408691482031|116.96729925184813
Generation 1416|2|0.122|46|15.258|2149.1313553086493|87.6549201044364
Generation 1417|2|0.132|46|15.538|2149.6181160598485|90.56717583352037
Generation 1418|2|0.132|39|15.65|2147.951238412937|92.86097856655627
Generation 1419|2|0.136|38|15.142|2149.8377997990897|105.80115940753123
Generation 1420|3|0.148|39|15.628|5019.2877281163765|112.60898003934935
Generation 1421|3|0.166|38|15.64|5001.532216649991|121.16841320774763
Generation 1422|3|0.162|33|15.82|5008.019294011269|110.40043006214093
Generation 1423|2|0.13|42|15.622|2149.475941242983|91.86545887189509
Generation 1424|2|0.136|43|15.946|2149.6181160598485|99.608099679812
Generation 1425|2|0.142|39|15.398|2149.913226044195|100.0466338460817
Generation 1426|3|0.158|42|15.998|5016.170998995946|119.8536058667077
Generation 1427|2|0.154|39|15.63|2149.9540739565236|115.20314452083647
Generation 1428|3|0.156|46|15.426|5019.2877281163765|121.0199089460313
Generation 1429|3|0.164|40|15.78|4995.987483200402|125.04959089871888
Generation 1430|3|0.122|42|15.784|5001.532216649991|99.80031594486887
Generation 1431|4|0.174|38|16.022|9152.058471905439|139.6569720629995
Generation 1432|2|0.148|39|15.77|2149.8377997990897|110.0905782595415
Generation 1433|2|0.178|39|15.946|2149.475941242983|118.19139516274302
Generation 1434|2|0.16|43|16.068|2149.739062976162|122.93379925194344
Generation 1435|3|0.154|45|16.018|5026.256363523016|120.35495895401304
Generation 1436|2|0.142|33|15.858|2147.951238412937|93.55904299114574
Generation 1437|3|0.158|46|16.03|4998.797540520454|131.2162542210828
Generation 1438|3|0.148|43|15.85|4991.636817222043|110.259376768557
Generation 1439|2|0.148|39|15.864|2149.739062976162|105.58494577849919
Generation 1440|3|0.152|46|15.94|4995.987483200402|119.12678175556984
Generation 1441|2|0.144|42|16.106|2147.6652269129927|101.40723281935601
Generation 1442|3|0.17|43|16.182|5000.174476842505|132.99252362478506
Generation 1443|2|0.152|35|15.936|2148.9304694062257|103.05381557059489
Generation 1444|3|0.152|46|15.938|5006.763496021078|128.4444974855342
